Unique_ID,Patient_BSN,Age,Gender,Medical_Department,Length_of_Stay,Admission_Day,Admission_Month,Admission_Hour,Day_of_Week,Diagnosis_Code,Treatment_Cost,Height_cm,Weight_kg,BMI,Previous_Admissions_Count,Insurance_Level,Systolic_BP,Diastolic_BP,Heart_Rate,Temperature_C,Respiratory_Rate,Oxygen_Saturation,Blood_Glucose,Cholesterol_Total,Cholesterol_LDL,Cholesterol_HDL,Hemoglobin,White_Blood_Cell_Count,Platelet_Count,Creatinine_Level,Liver_Enzyme_ALT,Medication_Count,Lab_Test_Count,Imaging_Study_Count,Surgery_Count,ICU_Days,Physical_Therapy_Sessions,Rehabilitation_Sessions,Pain_Score_Admission,Pain_Score_Discharge,Complication_Score,Readmission_Risk_Score,Treatment_Success_Score,Patient_Satisfaction,Staff_Satisfaction,Blood_Transfusion_Units,Number_of_Visitors,Follow_up_Appointments,Room_Type,Waiting_Time_Minutes,ER_Time_Minutes,Emergency_Level,ICU_Need,PT_Need,Transfusion_Need
112,532315,64,0,2,4,7,9,19,2,2,5822,154,74,20,1,3,126,67,89,38,15,95,115,158,112,60,10,5610,248235,1,26,0,6,1,0,1,0,0,5,3,2,42,59,100,91,3,2,2,1,42,25,3,1,0,1
113,616588,60,1,2,5,25,1,12,6,4,3167,168,80,22,1,2,114,87,86,37,14,100,118,180,72,60,15,7987,199188,1,21,0,7,2,1,1,2,2,5,5,1,26,73,79,93,2,2,0,2,68,43,1,0,1,0
114,336584,57,0,3,5,15,1,6,1,5,3774,174,74,33,0,3,108,75,65,37,15,98,72,196,98,63,16,6635,334351,0,20,7,5,2,0,1,2,1,6,3,2,84,91,48,53,1,3,2,1,23,63,1,1,1,0
115,662332,53,1,2,7,15,5,1,2,1,4226,169,70,25,1,2,104,98,57,36,19,97,111,270,134,58,15,7905,220105,1,17,2,8,1,0,2,5,2,7,4,2,82,81,47,61,1,3,2,2,37,69,2,0,0,0
116,937646,58,1,3,5,25,9,15,6,6,8713,173,80,21,0,4,127,78,78,38,13,99,85,149,137,42,13,8200,259843,1,43,4,7,2,0,2,0,0,4,2,2,80,84,91,80,2,3,2,1,28,29,1,1,1,1
117,476896,43,1,2,4,4,3,10,1,4,3563,180,51,28,1,3,119,74,82,36,18,99,100,174,101,50,16,8458,184133,0,28,3,6,1,2,5,3,0,4,4,2,34,89,81,82,0,0,1,1,38,29,1,0,0,0
118,148984,55,1,2,6,5,10,12,4,1,6048,177,75,22,1,4,118,64,97,37,10,96,65,162,65,58,13,4000,276050,1,23,1,5,1,0,1,1,1,4,4,0,58,100,82,73,1,3,1,3,68,20,2,0,1,1
119,402918,52,1,3,5,12,10,19,7,5,3656,173,80,22,0,4,123,71,77,37,19,95,102,192,100,43,11,7144,318930,1,21,3,10,1,1,1,3,0,4,1,1,48,84,88,67,0,1,2,1,15,53,1,0,1,1
120,364712,65,0,1,5,30,8,17,2,6,3362,181,78,23,0,3,119,79,78,36,21,91,76,241,133,26,13,6568,266881,0,39,2,6,3,2,0,0,1,9,7,3,65,83,74,91,0,1,1,2,19,51,1,1,1,1
121,220151,50,1,4,7,17,5,0,5,1,3420,187,59,23,0,1,112,76,66,36,17,93,125,187,144,33,13,8890,239332,1,18,1,3,3,1,0,3,1,6,6,0,65,44,68,70,2,3,2,1,48,10,1,0,0,0
122,555808,64,0,3,7,11,8,14,7,1,7850,169,90,16,1,2,110,82,72,36,14,100,108,178,71,61,12,6360,267444,0,20,2,4,1,0,0,3,1,1,0,1,57,82,69,59,0,4,2,3,42,101,2,1,1,0
123,233767,68,0,5,5,28,12,4,1,6,7057,140,69,33,0,4,97,97,79,36,12,95,98,218,109,44,13,8391,250777,0,16,2,3,1,0,0,1,1,6,3,2,26,100,70,66,1,2,3,3,30,32,2,0,0,0
124,748663,45,0,4,3,28,6,22,1,6,5920,169,40,17,0,2,106,76,77,38,15,98,84,186,116,49,13,5964,213810,0,28,5,5,0,0,2,5,1,6,3,0,74,83,61,60,1,4,1,3,27,30,2,0,0,1
125,803550,52,0,3,8,12,10,10,6,1,5603,161,66,23,1,2,150,71,77,37,15,93,89,171,126,68,10,6696,262382,0,26,5,5,2,0,2,1,1,8,8,1,83,92,66,92,2,0,3,1,23,43,1,1,0,1
126,236330,68,0,1,1,7,2,21,3,5,3362,169,64,21,1,1,99,83,71,35,16,94,107,182,126,47,16,5898,249388,1,29,2,6,2,1,0,2,0,7,4,1,59,87,78,82,0,2,2,1,24,109,2,0,0,1
127,580754,84,0,5,8,7,9,14,2,1,3884,165,68,17,2,1,107,81,64,37,13,96,112,218,124,36,14,5963,328060,0,33,0,3,0,1,0,0,1,4,2,1,78,39,63,70,0,3,2,3,6,14,2,0,1,1
128,401648,80,1,4,5,3,2,16,2,3,5040,184,83,18,0,2,109,75,70,36,18,95,108,129,122,49,14,9290,225991,2,30,4,4,1,0,0,0,0,7,7,2,58,70,91,65,2,1,1,2,50,66,1,0,1,1
129,788519,59,0,1,1,19,8,2,5,5,5637,170,51,23,0,3,143,65,74,37,21,95,76,228,106,32,11,4000,325600,0,10,4,6,3,2,0,2,1,9,7,2,47,61,100,66,1,5,1,1,0,11,1,0,0,0
130,113986,66,0,1,9,15,10,18,2,1,3934,155,57,28,2,3,144,74,59,35,17,97,135,200,99,42,11,4000,221431,0,26,6,4,1,1,1,0,0,10,10,2,26,74,100,83,0,3,1,1,14,47,2,0,1,0
131,686146,49,1,4,6,24,3,15,6,4,3255,162,64,23,1,4,139,68,68,37,15,97,72,173,120,56,17,6785,188534,0,18,1,6,3,0,1,3,1,2,2,1,73,71,81,72,0,3,2,3,9,44,2,1,0,0
132,229312,61,1,2,3,11,12,17,6,5,5241,163,64,25,1,1,100,60,62,37,13,96,87,223,99,52,13,8734,211329,0,33,5,3,3,0,1,3,0,5,4,2,32,100,99,76,0,6,2,2,0,78,1,1,1,0
133,112666,68,1,3,6,20,9,14,5,4,500,163,63,27,0,3,95,74,77,37,12,97,134,193,115,52,11,4766,330765,1,34,5,6,2,0,0,3,2,4,4,3,49,87,63,100,1,2,2,2,0,35,2,1,1,0
134,400804,76,0,3,5,7,8,6,2,1,7444,162,87,21,0,1,136,75,75,37,19,97,83,166,124,41,12,8478,171012,0,10,4,6,2,0,0,1,0,5,2,3,53,75,85,88,2,1,2,1,50,10,1,0,1,0
135,234633,46,1,5,1,30,2,11,1,1,1705,159,61,28,0,3,121,82,74,38,14,96,98,234,118,52,13,8292,229635,0,16,2,4,2,2,1,2,1,5,4,1,52,97,61,82,1,5,1,1,17,70,2,1,0,0
136,388998,62,1,4,7,26,5,16,2,3,8050,187,106,15,0,4,130,68,77,35,19,97,140,184,114,54,13,7126,188899,0,22,5,3,2,2,2,7,1,2,1,4,52,77,84,79,2,4,1,2,31,96,3,0,1,0
137,950937,62,0,2,4,22,1,14,7,5,1130,160,71,18,0,3,114,80,82,36,14,96,93,173,92,51,13,4781,261233,0,26,8,2,2,2,2,0,2,10,10,2,60,100,63,53,0,2,1,2,25,92,2,1,0,1
138,728776,61,1,5,9,11,1,1,6,5,4932,171,76,28,1,3,113,72,66,36,22,99,97,190,116,63,15,6159,177173,0,43,1,4,2,0,2,3,0,6,4,3,64,94,76,78,0,2,2,1,9,69,1,0,1,1
139,807611,55,1,3,5,4,3,15,5,2,4048,179,76,23,0,1,122,77,68,36,17,98,78,224,88,43,13,5969,248605,2,10,3,5,2,1,0,2,0,7,7,1,79,81,71,97,1,3,1,2,39,72,1,0,0,0
140,384806,44,0,1,4,27,7,18,1,4,8111,152,56,26,1,3,122,72,76,36,16,94,105,200,159,54,13,7920,217316,0,10,1,2,2,0,1,0,0,1,0,1,71,83,97,82,1,2,2,1,42,76,1,1,1,0
141,894824,42,0,1,8,5,5,19,7,2,4721,172,46,29,0,3,102,83,75,36,10,94,125,138,110,60,12,9591,270297,0,35,3,6,1,0,0,1,3,5,4,3,1,78,54,82,3,3,0,3,42,83,1,0,1,0
142,130535,79,1,1,1,13,5,21,5,5,4717,182,76,27,1,2,145,76,80,37,14,96,70,182,117,44,14,5400,261096,1,10,3,2,0,0,0,3,0,7,7,0,70,95,100,70,2,5,2,2,51,40,1,1,0,0
143,475713,56,1,4,1,17,1,20,3,3,2277,162,90,21,2,4,121,85,55,38,19,97,102,204,94,62,17,4589,294655,0,10,5,5,1,1,0,2,1,4,3,1,18,100,80,100,1,2,2,3,16,36,1,0,0,0
144,938688,47,1,5,1,7,8,8,5,4,3094,192,80,24,0,1,138,86,81,37,18,98,98,217,121,55,14,6644,284974,2,42,5,4,4,1,0,3,0,5,2,3,33,94,67,76,2,2,3,3,34,50,2,1,0,0
145,451279,51,1,4,7,5,11,19,5,5,6031,155,58,27,0,2,104,70,76,37,24,97,119,187,102,38,14,5733,282856,0,17,5,4,1,1,0,3,0,6,3,2,5,69,74,100,0,4,0,1,36,46,1,0,0,0
146,921654,56,1,1,4,24,6,23,5,6,6940,162,93,18,1,3,135,70,67,37,16,99,60,188,136,57,13,5484,149139,0,12,3,5,2,2,0,0,0,2,1,1,62,92,84,70,2,3,2,1,62,29,1,1,1,0
147,701661,53,1,5,5,5,6,1,4,6,5075,167,49,21,1,3,102,64,79,35,18,100,69,194,105,56,14,6568,250234,0,28,0,4,2,0,0,0,1,2,0,3,44,73,62,73,0,4,2,2,3,89,2,0,1,0
148,747972,54,0,3,6,27,12,11,2,5,5498,174,94,19,0,4,90,77,71,37,15,94,75,153,126,28,17,8410,352385,0,23,1,5,2,1,0,1,1,5,2,1,86,86,63,94,1,0,3,2,39,74,2,0,0,1
149,589570,70,0,1,3,26,11,9,6,3,4731,175,46,30,0,3,117,72,70,36,14,98,101,193,157,49,11,5908,278051,2,31,2,9,1,0,2,0,0,6,3,1,41,84,87,89,1,4,1,1,30,76,1,1,0,0
150,556551,78,1,1,3,8,8,19,5,4,6320,155,70,19,2,3,124,83,78,39,17,96,85,209,120,51,15,8659,273971,1,33,1,6,0,2,1,2,1,6,4,1,56,78,87,99,1,4,1,1,53,72,2,0,1,0
151,373109,75,1,3,7,24,9,11,1,6,2332,166,80,26,1,4,114,93,82,36,18,97,86,225,127,61,15,9122,235942,1,21,0,3,0,0,2,1,0,6,6,2,57,74,61,76,0,2,1,1,40,64,1,0,1,0
152,124538,51,0,2,9,16,3,14,7,2,4810,164,88,15,0,1,121,86,78,36,14,92,123,194,126,35,11,6778,240359,0,29,2,5,1,1,0,1,0,7,4,0,51,62,85,95,1,2,3,3,16,63,1,1,1,1
153,994498,43,0,4,2,18,6,19,7,1,7541,170,75,21,1,2,110,70,93,36,13,96,95,218,99,50,14,6300,241536,1,16,6,6,3,2,0,1,1,6,6,2,53,64,70,100,1,5,2,1,0,89,2,0,0,0
154,301664,45,0,2,2,20,4,4,1,3,7664,163,63,22,0,1,113,78,94,37,11,100,89,144,109,46,15,7465,169587,0,25,4,5,0,1,2,5,0,5,3,2,33,89,99,57,1,1,2,3,45,25,2,1,1,1
155,591234,67,1,3,4,17,8,18,7,6,1796,176,52,23,0,2,114,85,65,37,13,95,85,205,82,44,13,5944,217673,0,33,3,5,4,0,3,0,2,3,2,1,61,65,57,88,0,0,1,1,38,38,1,0,1,1
156,999684,68,1,2,6,28,7,3,2,1,5246,166,74,28,1,4,156,99,63,38,15,94,105,178,78,49,12,8454,317134,2,19,3,5,1,0,0,1,0,5,2,1,32,78,81,64,2,2,1,3,13,73,3,1,1,0
157,239182,66,0,4,7,1,11,22,2,2,6868,164,93,29,1,2,112,78,97,38,12,97,73,218,135,39,13,7350,231120,1,26,2,4,1,1,2,2,1,8,8,1,86,75,85,69,0,3,1,3,28,51,3,0,0,1
158,572525,61,1,2,1,28,3,10,7,2,4446,165,50,36,0,2,127,75,59,36,14,96,117,162,50,57,15,6017,260811,0,23,1,0,0,1,0,3,0,4,2,2,71,90,79,72,1,3,1,2,36,10,1,0,1,0
159,258338,54,0,5,8,18,1,21,4,6,4476,166,50,22,1,1,122,93,75,37,11,98,115,175,97,30,11,7973,325867,3,25,7,8,2,0,0,0,0,6,3,0,77,43,91,84,1,3,1,3,33,68,1,1,1,1
160,284064,63,1,2,2,27,6,9,2,3,5949,189,78,26,0,2,109,92,82,36,18,95,84,198,115,42,9,8483,279245,0,18,3,5,2,0,3,1,0,4,1,0,40,81,51,84,0,7,0,2,23,103,1,1,0,1
161,314020,67,0,5,7,7,11,16,4,5,3672,166,74,23,1,2,128,96,89,37,18,95,115,151,111,35,14,7724,328124,1,17,0,5,2,2,3,1,0,5,5,1,63,89,51,100,0,5,2,1,15,88,1,1,1,0
162,723094,75,1,2,7,16,1,21,3,2,5928,181,73,16,2,2,131,92,73,37,16,95,83,220,121,30,13,6413,173078,2,27,4,6,0,1,0,0,0,4,3,2,66,72,45,87,0,2,1,1,33,10,2,0,0,0
163,997421,56,1,5,6,21,5,10,3,6,7096,163,70,28,3,3,127,74,64,37,11,96,80,185,105,41,13,6110,100000,1,10,1,3,3,0,0,0,0,5,4,2,5,68,57,76,1,4,2,3,16,22,1,1,0,0
164,715270,64,0,5,8,20,2,20,4,3,6255,175,54,29,0,1,117,75,89,37,11,96,68,194,151,47,17,6015,310828,0,28,3,5,3,0,0,0,0,5,5,2,26,76,90,88,1,0,3,2,30,43,1,0,0,1
165,745914,62,1,4,5,28,11,21,4,1,3411,175,94,27,1,3,124,85,65,36,16,94,119,231,120,23,16,8828,282813,2,14,1,2,0,2,3,2,1,6,3,1,75,93,100,80,0,5,2,2,12,66,3,1,1,1
166,219176,42,1,1,4,14,8,2,1,6,2610,159,69,31,1,4,101,71,82,38,10,94,103,171,123,46,16,5895,217202,0,51,1,7,0,0,3,5,2,5,4,1,47,84,100,77,0,0,2,1,10,68,1,0,0,0
167,318126,74,1,1,8,22,2,11,5,1,2641,161,43,23,0,3,107,100,71,37,13,95,111,170,108,43,15,6779,198244,0,41,2,3,2,0,0,1,0,6,6,2,100,90,62,81,0,3,1,1,38,70,2,1,0,0
168,318969,47,1,2,9,11,8,10,2,6,6773,174,65,24,1,4,131,76,72,37,17,100,92,225,124,40,11,6233,257641,0,32,3,4,3,1,0,3,0,5,4,2,83,85,73,77,1,1,1,3,37,64,2,0,1,1
169,222409,54,1,1,6,1,12,16,3,2,5915,174,50,28,0,4,132,72,77,37,15,95,99,187,107,39,13,5437,333733,1,32,1,6,2,1,0,0,1,6,6,2,7,96,100,62,1,0,1,1,26,105,2,0,0,1
170,647707,63,1,5,1,24,2,13,6,2,4316,156,67,23,1,3,114,80,67,36,14,95,91,129,96,48,11,5054,160340,1,32,3,4,1,1,0,3,1,3,3,3,48,67,54,86,1,0,1,2,53,12,4,1,0,0
171,353618,61,0,2,2,29,1,21,4,4,3691,167,44,23,0,2,116,76,68,37,18,100,129,201,125,69,13,7779,165241,0,17,4,3,1,0,0,2,1,3,0,2,48,69,66,100,0,1,1,2,45,104,3,1,0,0
172,869598,61,1,2,3,21,5,21,2,1,7472,165,50,29,1,4,130,81,78,39,21,95,97,192,116,33,18,4000,301604,1,45,4,6,2,0,3,1,1,9,7,2,59,89,60,83,1,4,2,1,39,10,2,1,0,1
173,150015,58,1,1,1,25,5,18,7,5,3986,160,61,21,3,3,122,76,77,40,15,96,93,160,152,62,12,7799,272756,0,22,0,4,1,1,0,3,1,2,1,2,49,62,100,92,0,2,2,1,24,73,2,0,1,1
174,872838,80,1,3,4,21,2,14,5,2,5467,155,82,24,2,1,101,78,68,37,17,96,100,176,133,47,11,7447,246092,0,27,0,1,2,0,0,0,1,7,5,3,36,80,48,87,2,3,1,2,23,60,1,0,1,0
175,222096,53,0,5,1,3,10,7,4,2,5846,152,95,21,1,3,110,72,81,35,12,95,99,207,143,39,15,5046,343474,1,14,3,5,2,1,0,0,0,5,4,1,100,84,76,63,1,8,2,2,41,62,3,0,0,1
176,731347,42,1,3,7,17,3,3,5,2,4760,179,76,18,1,2,128,73,75,36,20,96,97,211,101,31,9,7462,178911,0,17,3,4,0,0,1,4,2,10,9,1,67,81,71,83,0,2,2,1,46,78,1,1,0,1
177,285340,50,1,1,5,4,11,18,1,3,4039,180,72,27,1,3,137,93,72,36,14,95,109,202,101,31,16,8053,300137,1,26,3,5,1,0,0,2,1,7,6,2,47,98,40,89,0,2,0,1,0,48,2,1,1,1
178,210687,50,0,4,8,18,12,12,1,1,4849,172,81,22,1,2,99,84,85,38,20,98,129,200,117,42,15,5636,198126,1,34,0,6,1,0,0,1,1,6,6,2,55,91,46,80,1,2,1,3,9,53,2,0,0,1
179,974371,42,0,3,3,16,6,22,2,4,2858,171,74,25,1,4,150,77,89,36,14,95,70,198,110,48,13,7488,253724,0,37,2,5,1,2,0,2,0,7,7,1,51,69,45,67,0,4,0,1,33,115,2,0,1,1
180,511357,65,1,5,3,10,12,20,1,6,8007,179,88,24,0,2,119,85,75,36,14,96,115,186,111,57,13,6099,318337,1,26,1,4,3,0,1,1,2,7,6,3,37,67,100,70,2,3,1,1,12,88,1,0,1,0
181,835716,64,1,1,6,12,12,19,2,3,6820,177,68,25,0,4,115,77,73,36,11,98,107,177,120,67,14,9669,240259,0,37,2,5,2,1,0,5,0,6,6,1,54,89,93,61,1,2,0,2,23,62,2,0,0,0
182,205878,59,0,1,4,11,4,22,2,2,2369,174,61,22,0,4,109,79,78,37,14,89,100,176,119,29,13,7906,263040,2,37,2,1,1,0,0,4,1,7,6,1,60,96,100,75,2,4,2,2,4,68,1,0,1,1
183,827270,53,1,1,3,11,11,15,2,3,5554,162,69,22,1,4,130,87,74,36,21,96,66,174,141,51,14,7080,257296,0,23,1,1,1,1,0,0,0,6,3,1,36,78,39,91,1,5,2,2,57,73,3,0,1,0
184,298286,53,0,1,3,15,4,5,7,6,3562,167,56,22,2,4,113,84,74,36,14,97,82,150,113,43,18,6433,139122,2,26,3,4,4,2,1,4,1,6,5,1,42,58,77,86,2,0,1,3,25,42,1,0,0,0
185,873290,61,1,1,14,5,5,8,5,3,5987,183,58,26,0,2,112,66,63,37,16,98,113,204,112,47,11,9310,199906,0,25,5,7,1,0,0,3,0,7,6,1,40,100,57,94,1,4,1,2,9,98,1,0,1,0
186,874684,56,0,4,6,14,10,8,5,4,3133,148,78,31,0,2,113,68,61,37,19,95,112,183,102,34,10,7806,218676,1,35,5,7,0,3,1,0,0,0,0,3,51,69,50,90,0,1,3,2,55,46,3,1,1,0
187,264899,71,0,4,4,6,10,4,1,3,4048,180,69,25,0,4,95,92,85,36,19,96,87,166,123,48,15,6656,304166,1,26,3,4,2,0,0,3,0,3,0,0,32,94,70,75,1,4,1,2,0,40,2,1,0,0
188,424767,61,1,3,7,20,6,7,1,2,6598,157,42,23,0,2,132,78,61,38,16,98,113,135,116,39,13,8135,228546,0,30,4,4,2,0,0,5,1,4,3,2,73,100,81,71,0,4,1,2,0,118,3,0,0,0
189,961882,65,0,4,11,16,8,2,2,6,4300,163,87,24,0,2,111,70,79,37,14,98,121,158,120,44,14,6605,378525,2,40,2,6,0,0,0,0,1,4,2,1,88,100,61,86,0,3,1,2,23,46,2,0,0,0
190,979858,60,1,1,5,23,8,1,4,3,4848,153,81,16,1,1,124,80,72,36,14,94,89,204,104,74,14,4433,241341,1,38,2,0,2,2,2,1,0,4,3,0,5,62,28,87,1,2,3,3,36,23,1,1,1,0
191,479989,64,1,3,4,12,7,17,4,3,4326,196,58,22,0,3,112,60,66,36,12,100,132,222,122,58,15,6513,245330,1,24,3,3,0,2,0,2,2,7,4,1,35,72,97,76,1,1,2,3,53,39,1,1,1,1
192,515515,46,0,1,5,25,6,21,6,2,7795,170,88,19,1,2,114,95,87,39,10,100,81,176,83,51,10,5340,258702,1,10,5,6,3,0,0,0,1,8,8,0,51,75,66,67,0,5,2,1,37,50,1,1,0,1
193,143585,66,1,4,9,18,7,9,2,1,3318,170,83,26,0,4,127,95,81,35,15,96,111,185,107,65,13,5441,250213,1,10,7,7,1,0,0,3,2,7,7,2,57,53,100,71,0,3,2,2,18,89,2,0,0,1
194,471369,64,1,5,1,8,4,14,4,5,500,173,48,28,0,2,106,86,95,36,19,94,79,176,101,67,13,6400,279517,1,24,5,2,2,0,4,0,0,6,6,2,20,83,88,54,1,3,2,2,18,66,1,1,0,0
195,164044,75,0,3,5,5,4,22,6,2,2423,189,85,21,0,3,112,65,64,38,21,99,98,171,108,41,11,5177,240480,1,11,1,9,0,0,1,2,0,1,0,2,26,81,69,100,1,1,2,2,35,30,1,1,1,0
196,542296,61,1,4,6,22,2,11,2,6,4044,163,81,27,1,3,105,74,76,37,13,98,71,179,135,54,14,6428,234967,1,28,0,13,1,3,1,0,0,9,7,2,53,83,98,84,0,3,2,3,45,80,3,0,1,1
197,209556,68,1,1,7,13,7,17,7,4,4416,178,50,29,0,3,117,85,70,38,13,96,113,200,107,56,17,6067,178421,0,19,4,3,2,0,1,1,1,8,5,0,57,95,65,55,0,2,1,3,53,78,1,1,1,1
198,626981,61,0,2,8,8,1,8,2,1,3486,162,100,22,0,4,116,69,85,37,14,99,96,193,105,47,12,6509,320666,0,13,0,5,1,0,2,5,0,6,6,4,71,95,52,69,0,4,1,3,39,113,1,0,0,0
199,981691,47,0,1,2,6,9,20,5,4,4937,177,99,24,0,4,131,88,67,38,15,95,116,232,108,47,12,6318,277900,1,18,6,7,2,0,0,0,0,6,3,0,64,55,72,87,2,6,1,1,4,43,3,1,0,0
200,867595,72,1,2,11,28,11,8,7,1,4056,179,70,20,0,1,119,79,75,36,14,99,132,205,80,48,17,6283,324615,0,10,3,3,0,1,4,0,1,5,5,2,32,91,88,91,0,2,0,2,50,44,1,0,0,1
201,300235,56,1,5,6,3,5,19,5,6,4675,155,67,17,0,4,107,76,67,35,17,94,86,188,95,36,18,8538,314715,0,19,0,6,4,1,1,3,0,5,3,1,52,80,80,100,1,4,1,1,33,114,2,0,0,1
202,125939,46,1,3,4,15,6,22,7,5,2971,166,79,27,0,4,126,70,89,35,16,94,60,210,106,51,13,11985,248436,1,12,1,7,1,0,1,2,1,5,4,1,58,70,76,69,1,3,3,2,17,44,1,1,1,1
203,252906,41,0,5,1,28,7,19,3,4,5637,170,78,22,0,1,90,60,77,37,15,98,104,194,106,55,15,4000,185953,0,24,3,5,2,1,0,5,0,2,1,2,59,33,56,81,0,2,1,1,7,46,1,1,1,1
204,642335,54,0,2,5,1,2,1,5,3,3709,163,63,25,0,4,122,98,69,37,14,95,95,170,102,41,12,7252,213655,1,19,4,7,0,0,0,2,2,3,2,3,53,84,90,54,0,3,2,3,72,95,2,1,0,1
205,388249,45,0,5,4,14,5,2,3,6,8815,158,87,28,3,3,147,71,77,35,15,98,90,159,64,41,14,8123,134380,0,28,1,5,2,1,3,2,1,8,7,0,21,82,78,80,1,3,1,1,58,76,1,0,0,1
206,175766,49,1,2,6,24,9,7,4,1,5058,170,73,21,2,3,109,65,68,37,17,98,111,206,104,52,13,9099,276105,1,19,2,2,1,0,0,0,0,7,6,1,47,84,64,85,1,3,0,2,22,112,1,0,0,1
207,508923,59,0,2,8,12,8,6,4,5,5757,178,82,26,1,4,117,81,62,35,19,93,93,147,77,41,14,4857,218193,1,39,1,1,2,1,0,3,2,4,4,2,29,86,42,96,0,0,3,3,30,10,3,0,0,0
208,515192,74,1,5,8,12,6,7,2,1,5777,172,78,15,0,4,127,83,77,36,15,98,115,168,104,47,12,7151,332983,1,25,5,3,2,0,0,4,2,7,6,1,62,81,54,80,0,0,2,3,46,56,3,1,0,1
209,668550,67,0,3,3,29,9,5,7,3,500,171,93,28,0,2,90,86,70,37,14,97,95,198,111,52,12,5741,247657,0,23,0,4,3,0,0,3,1,5,3,1,16,85,60,94,1,1,2,1,18,109,1,1,1,0
210,487261,51,0,5,5,8,7,2,7,2,6384,177,63,18,0,1,137,68,61,36,19,95,105,194,102,43,14,6836,284029,0,34,1,5,1,0,1,0,1,8,7,3,45,77,52,100,0,4,1,2,0,25,1,0,1,1
211,910208,58,0,5,5,7,6,6,5,4,5308,169,90,17,0,2,136,60,70,36,14,95,107,182,118,24,14,7633,303083,3,23,2,6,1,0,2,1,1,5,2,1,35,79,85,84,1,6,1,3,69,85,1,0,1,0
212,785440,46,1,4,3,18,7,5,5,4,8887,153,72,31,0,2,141,66,70,36,14,100,118,223,98,60,14,6544,230581,1,20,0,5,3,0,0,3,1,4,3,1,100,99,61,100,2,4,1,3,30,10,1,1,1,1
213,752664,58,0,1,5,4,11,15,4,5,2414,170,64,18,1,1,122,80,82,36,15,93,92,206,100,40,13,8094,285030,0,22,1,3,2,0,0,4,1,6,4,1,83,100,46,91,1,3,0,1,6,98,2,0,0,0
214,554589,67,1,5,5,10,3,2,1,3,3068,160,76,28,1,4,129,74,73,36,14,96,99,203,96,38,16,7943,133561,2,18,3,3,2,0,2,1,2,7,6,2,63,78,91,72,0,4,3,2,7,57,4,0,1,1
215,237848,52,1,2,7,9,12,14,3,6,4322,150,76,20,0,3,140,82,59,36,13,99,120,201,141,43,13,6827,289218,1,32,0,7,1,0,0,0,0,7,5,1,64,66,69,79,0,0,3,3,32,78,1,0,1,0
216,717075,75,0,4,5,10,7,12,5,5,2917,172,68,18,1,4,128,70,84,35,10,96,100,194,88,51,13,7085,202543,0,15,3,6,3,1,0,3,1,8,8,1,33,74,92,53,2,5,3,3,45,76,1,1,0,1
217,227948,71,1,4,4,23,1,11,4,6,4945,156,55,21,1,3,134,81,88,37,18,95,102,240,130,58,12,7858,148462,0,28,3,5,2,0,1,1,1,9,9,1,23,71,96,88,0,2,2,3,13,88,2,0,1,1
218,679304,51,1,2,8,23,11,4,4,2,5294,175,91,23,0,2,138,71,77,36,16,100,89,173,107,40,12,6760,206261,1,27,2,4,0,0,3,0,0,9,8,3,53,93,88,100,2,0,3,3,31,24,2,0,0,0
219,502690,56,1,4,2,23,3,6,2,1,4925,176,76,15,2,2,128,76,83,36,20,97,76,260,81,58,11,7234,197292,0,31,1,6,2,0,0,3,2,6,3,3,14,67,89,54,0,0,1,2,0,84,2,0,1,0
220,599046,61,0,2,7,5,6,5,6,5,6158,169,84,29,0,2,108,80,83,36,11,98,104,159,118,32,17,6965,210518,0,10,2,3,3,0,2,0,1,1,0,1,76,91,62,97,0,3,2,3,10,85,1,0,0,1
221,551269,66,0,1,6,2,12,14,1,6,4638,172,94,29,0,1,107,67,60,37,14,97,99,176,133,43,9,6625,278753,0,34,5,2,0,1,0,4,0,4,3,1,30,98,73,77,1,0,2,3,41,107,3,0,0,0
222,121959,62,1,5,1,9,5,10,5,4,10775,155,75,22,1,3,142,80,83,36,10,94,125,242,115,53,10,6368,166089,2,52,8,2,0,1,0,2,0,6,5,1,60,98,75,61,0,0,2,3,13,119,1,1,0,0
223,760890,59,0,3,3,15,10,5,2,1,8478,161,72,27,1,2,123,104,57,37,19,97,95,171,141,39,12,5863,213187,0,35,0,1,1,0,5,3,1,3,2,2,52,71,54,69,1,1,0,2,35,76,1,0,0,1
224,850216,63,0,1,2,14,12,18,7,1,3559,167,48,18,0,3,124,75,90,36,16,98,104,149,125,58,12,6373,286549,0,18,5,4,3,1,0,0,0,5,4,1,59,99,64,88,3,2,3,3,14,37,1,0,0,0
225,890180,73,0,5,7,9,3,18,4,3,5126,181,53,24,0,1,120,84,74,36,13,97,107,187,116,61,13,6750,234807,1,32,0,5,2,1,2,0,1,10,10,0,62,69,57,84,0,4,3,1,24,51,1,0,1,0
226,328576,49,0,5,1,28,4,5,4,4,3399,175,40,23,1,2,106,60,50,37,21,95,115,165,118,47,14,5855,239685,0,13,4,6,1,1,0,0,1,5,5,2,90,78,64,65,1,3,2,1,0,57,2,0,0,0
227,637833,75,1,5,6,18,8,9,6,4,5823,181,70,23,2,4,131,93,84,36,11,95,130,157,93,52,16,7259,239972,0,23,1,0,3,2,0,3,0,3,1,2,23,39,52,65,0,2,3,1,27,63,1,0,0,0
